InvoiceNo,InvoiceDate,ProductNo,Quantity,Unit,ProductName,PackSize,ChemicalName
829,12/4/2015,220,1,tab,Vicks,105 tab * bot,Cough Tablet
829,12/4/2015,776,1,pack,Plastic Gloves (Naung Yin),pack,Gloves
829,12/4/2015,824,1,stp,Kotase,10 tab * 10 stp * box,Anti Inflammatory Enzyme
829,12/4/2015,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
829,12/4/2015,543,50,tab,Cevit Masa,1000 tab * bot,Cevit Sweet
829,12/4/2015,75,5,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
829,12/4/2015,232,1,stp,Flumox Cap,10 cap * 10 stp * box,Amoxicillin and Flucloxacillin
829,12/4/2015,549,1,sac,Mybacin Pack,70 sac * pack,Lozenges
829,12/4/2015,660,1,stp,Aspilets 20's,20 tab * 25 stp * box,Aspirin 80mg
829,12/4/2015,47,1,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
829,12/4/2015,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
829,12/4/2015,51,2,stp,Zeptol 200,10 tab * 10 stp * box,Carbamazapine
829,12/4/2015,352,1,pcs,Hansaplast Elastic,100 pcs * box,Plaster
829,12/4/2015,157,2,stp,Princi-B Fort,10 tab * 30 stp * box,"B1, B6, B12"
829,12/4/2015,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
829,12/4/2015,387,3,pack,????????? ?????? ????,10 sac * 12 pack * 2ndPack,Myanmar Digestive
829,12/4/2015,256,2,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
830,12/4/2015,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
830,12/4/2015,830,1,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
830,12/4/2015,149,1,stp,Metformin denk 850,15 tab * 8 stp * box,Metformin 
831,12/4/2015,429,1,pack,?????????? ,12 sac * pack,Myanmar Luxative
831,12/4/2015,438,2,bot,??????? ????????????????????? ???????,10 bot * pack,Myanmar Balm
832,12/4/2015,710,1,bot,Surgitol,12 bot * box,Surgitol
832,12/4/2015,164,1,bot,Burmeton pol,100 tab * bot,Chlorphenamine Maleate
832,12/4/2015,138,1,stp,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
832,12/4/2015,47,3,stp,Oleanz 10,10 tab * 5 stp * box,Olanzapine 
832,12/4/2015,301,1,stp,Cetrine,10 tab * 10 stp * box,Cetrizine
832,12/4/2015,388,2,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
832,12/4/2015,388,1,pack,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
832,12/4/2015,18,1,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
834,12/4/2015,646,5,stp,VMR,20 tab * 3 stp * box,Trimetazidine Hydrochloride
834,12/4/2015,18,4,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
834,12/4/2015,18,1,stp,Supravit,10 tab * 10 stp * box,Multivitamins and Minerals
834,12/4/2015,156,5,stp,Nat B,10 cap * 3 stp * box,B Complex
834,12/4/2015,84,12,stp,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
834,12/4/2015,133,5,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
834,12/4/2015,148,5,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
834,12/4/2015,114,10,stp,Arthrostop,10 tab * 6 stp * box,Glucosamine
834,12/4/2015,127,5,stp,Rozavel 5,10 tab * 5 stp * box,Rosuvastatin
834,12/4/2015,633,5,stp,bLyrica,14 tab * stp,Pregabalin
834,12/4/2015,115,2,bot,Calcivita Forte,30 cap * bot,Calcium with Vitamin D3
834,12/4/2015,78,1,bot,Coveram 5/5,30 tab * bot,Perindopril / Amlodipine
835,12/4/2015,721,1,stp,Velactone,10 tab * 10 stp * box,Spironolactone
835,12/4/2015,511,1,stp,Frusemide (Lasix),10 tab * stp,Furosemide
835,12/4/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
835,12/4/2015,108,1,stp,Coralan 5,14 tab * 4 stp * box,Ivabradine
835,12/4/2015,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
835,12/4/2015,148,2,stp,Metformin denk 500,10 tab * 10 stp * box,Metformin 
837,18/4/2015,356,1,stp,Strepsil Vit C,6 tab * 4 stp * box,Lozenges
837,18/4/2015,591,2,sheet,Counter Plaster,100 sheet * box,Plaster
837,18/4/2015,400,3,sac,??????????? ?????????? ???????,10 sac * box,Myanmar Luxative
837,18/4/2015,388,2,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
837,18/4/2015,213,4,tab,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
837,18/4/2015,641,2,stp,Allopurinol bpi strip,10 tab * 10 stp * box,Allopurinol
837,18/4/2015,641,1,stp,Allopurinol bpi strip,10 tab * 10 stp * box,Allopurinol
837,18/4/2015,245,2,stp,Umeran 50,10 tab * 10 stp * box,Diclfenac 
837,18/4/2015,57,10,tab,Enervon-C 100's,100 tab * bot,B complex with C
837,18/4/2015,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
837,18/4/2015,742,1,box,bCoveram 5/5,30 tab * box,Perindopril / Amlodipine
837,18/4/2015,259,1,stp,Paracap,10 tab * 10 stp * box,Paracetamol
837,18/4/2015,304,1,stp,Allercet,10 tab * 10 stp * box,Cetrizine
837,18/4/2015,685,1,stp,Ubimol Forte,10 tab * 10 stp * box,Ibuprofen and Paracetamol
837,18/4/2015,152,1,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
837,18/4/2015,654,1,tube,Fluocinonide Cream,tube,Fluocinonide
837,18/4/2015,307,1,stp,Siloxogene,10 tab * 30 stp * box,Aluminium Hydroxide
837,18/4/2015,75,10,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
837,18/4/2015,423,1,bot,???????? ??????????????? ????????,12 bot * dz,Myanmar Analgesic
837,18/4/2015,313,1,box,Brand's Nest 42gm,6 bot * box,Bird's Nest
837,18/4/2015,313,1,box,Brand's Nest 42gm,6 bot * box,Bird's Nest
837,18/4/2015,455,2,bot,???????? ????????,12 bot * dz,Myanmar Supplement
837,18/4/2015,359,1,box,Shudi Plaster,10 pcs * box,Plaster
837,18/4/2015,351,1,bot,Avolac 100ml,bot,Lactulose
837,18/4/2015,310,200,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
837,18/4/2015,501,1,bot,Benalix,bot,Cough Syrup
837,18/4/2015,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
837,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
837,18/4/2015,154,1,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
837,18/4/2015,387,4,pack,????????? ?????? ????,10 sac * 12 pack * 2ndPack,Myanmar Digestive
837,18/4/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
837,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
837,18/4/2015,372,1,bot,Septidine sol,12 bot * box,Povidone Iodine
837,18/4/2015,637,1,pcs,Cotton Pack Diamond,25 pcs * pack,Cotton
837,18/4/2015,562,1,bot,Green Ointment,bot,ointment
837,18/4/2015,555,1,stp,Ferofort,10 cap * 10 stp * box,Multivitamins and Minerals
837,18/4/2015,75,30,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
837,18/4/2015,57,6,tab,Enervon-C 100's,100 tab * bot,B complex with C
837,18/4/2015,157,1,stp,Princi-B Fort,10 tab * 30 stp * box,"B1, B6, B12"
837,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
837,18/4/2015,97,1,stp,Enapril 10,10 tab * 10 stp * box,Enalapril 
837,18/4/2015,99,1,stp,Losar 50,10 tab * 10 stp * box,Losartan Potassium
838,18/4/2015,265,2,stp,Dimenhydrinate,10 tab * 100 stp * box,Dimenhydrinate
838,18/4/2015,268,1,stp,Merislon,10 tab * 3 stp * box,Betahistine mesilate
838,18/4/2015,476,1,tube,Voltex Kool,12 tube * pack,cream
838,18/4/2015,22,1,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
838,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
838,18/4/2015,313,1,bot,Brand's Nest 42gm,6 bot * box,Bird's Nest
840,18/4/2015,238,2,stp,Amoxi-Denk 500,10 tab * 2 stp * box,Amoxicillin
840,18/4/2015,230,1,stp,Dazolic,10 tab * 10 stp * box,Ornidazole
840,18/4/2015,552,2,stp,DMR 30,30 tab * 2 stp * box,Gliclazide
840,18/4/2015,23,6,stp,Amlosun 10,10 tab * 10 stp * box,Amlodipine
840,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
841,18/4/2015,8,1,box,Appeton Teen Grow,10 tab * 3 stp * box,Multivitamins and Minerals
841,18/4/2015,532,3,stp,Plus,10 cap * 3 stp * box,Multivitamins and Minerals
841,18/4/2015,572,1,stp,Marvelon 28,stp,levonorgestrel
841,18/4/2015,261,1,stp,Biogesic Tab,10 tab * 50 stp * box,Paracetamol
841,18/4/2015,668,1,stp,Allercet P,10 tab * 10 stp * box,Cetrizine
841,18/4/2015,14,1,stp,Livolin Forte,10 cap * 3 stp * box,Liver Protect
841,18/4/2015,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
841,18/4/2015,2,8,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
843,18/4/2015,134,1,stp,Frulac 20,10 tab * 3 stp * box,Spironolactone and Frusemide
843,18/4/2015,133,1,stp,Aldactone Pfizer,10 tab * 10 stp * box,Spironolactone
843,18/4/2015,144,1,stp,Glypride 1,10 tab * 5 stp * box,Glimipride
843,18/4/2015,125,1,stp,Atocor 10,10 tab * 10 stp * box,Atorvastatin
843,18/4/2015,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
843,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
839,18/4/2015,443,1,pack,????? ???????,12 sac * pack,Myanmar Cold Medicine
839,18/4/2015,387,2,pack,????????? ?????? ????,10 sac * 12 pack * 2ndPack,Myanmar Digestive
839,18/4/2015,447,1,pack,???????? ????,12 sac * pack,Myanmar anti-Inflammatory
839,18/4/2015,257,1,stp,Alaxan Fr,10 cap * 10 stp * box,Ibuprofen and Paracetamol
842,18/4/2015,126,3,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
842,18/4/2015,374,1,stp,Obelit,10 cap * stp,Orlistat
842,18/4/2015,310,33,tab,MOM 1000's Thai,1000 tab * bot,Milk of Magnesia
842,18/4/2015,75,12,tab,Centrum Silver,285 tab * bot,Multivitamins and Minerals
842,18/4/2015,196,5,stp,Doxysam ,10 cap * 10 stp * box,Doxycycline
842,18/4/2015,677,3,stp,Pioglit 30,10 tab * 5 stp * box,Pioglitazone Hydrochloride
842,18/4/2015,301,2,stp,Cetrine,10 tab * 10 stp * box,Cetrizine
842,18/4/2015,276,1,tab,Benda,12 tab * box,Mebendazole
842,18/4/2015,514,1,bot,V.Rohto,bot,Eye Drop
842,18/4/2015,640,1,pack,Face Mask Hanma,10 pcs * 32 pack * box,Mask
842,18/4/2015,540,5,stp,Vicee Lime,2 tab * 50 stp * box,Cevit 500mg
842,18/4/2015,553,1,stp,DMR 60,15 tab * 2 stp * box,Gliclazide
842,18/4/2015,552,3,stp,DMR 30,30 tab * 2 stp * box,Gliclazide
842,18/4/2015,822,1,bot,Axe 10ml,bot,Balm
842,18/4/2015,322,2,bot,Neurogin,60 tab * bot,Ginkgo
842,18/4/2015,276,1,tab,Benda,12 tab * box,Mebendazole
842,18/4/2015,480,1,tube,Hiruscar,tube,cream
842,18/4/2015,743,30,tab,Cevit Ygn,100 tab * bot,ascorbic acid
842,18/4/2015,283,1,stp,Kimose,10 tab * 10 stp * pack,Anti Inflammatory Enzyme
842,18/4/2015,195,1,stp,Sporidex 500,10 cap * 10 stp * box,Cephalexin
842,18/4/2015,281,1,stp,Protase,10 tab * 10 stp * box,Anti Inflammatory Enzyme
842,18/4/2015,84,2,stp,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
842,18/4/2015,111,1,stp,Clopilet,10 tab * 3 stp * box,Clopidogrel
842,18/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
842,18/4/2015,72,1,stp,Hagin,5 cap * 12 stp * box,Multivitamins and Minerals
842,18/4/2015,421,2,bot,??????? ????????,6 bot * 2 pack * dz,Myanmar Balm
842,18/4/2015,307,2,stp,Siloxogene,10 tab * 30 stp * box,Aluminium Hydroxide
842,18/4/2015,229,1,stp,Metro-250(Umedica),10 tab * 10 stp * box,Metronidazole
842,18/4/2015,154,4,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
842,18/4/2015,170,1,bot,Ribovit,100 tab * bot,Riboflavin
842,18/4/2015,590,3,sheet,Lion Plaster,10 sheet * pack,Plaster
842,18/4/2015,558,1,tube,Silkron,tube,cream
845,19/4/2015,254,1,stp,Coxib 100,10 tab * 3 stp * box,Celecoxib
845,19/4/2015,240,1,stp,Para-Denk 500,10 tab * 2 stp * box,Paracetamol
845,19/4/2015,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
845,19/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
844,19/4/2015,320,1,bot,SawPalmetto,60 tab * bot,Saw Palmetto berries
844,19/4/2015,785,1,stp,Omicap,10 cap * 10 stp * box,Omeprazole
844,19/4/2015,639,2,stp,Omzol,10 cap * 10 stp * box,Omeprazole
844,19/4/2015,785,1,stp,Omicap,10 cap * 10 stp * box,Omeprazole
844,19/4/2015,430,1,bot,??????????? ?????????,12 bot * dz,Myanmar Heart Supplement
844,19/4/2015,266,1,stp,Stugeron,10 tab * 25 stp * box,Cinnarizine
844,19/4/2015,155,1,stp,Vit B Denk,10 tab * 10 stp * box,"B1, B6"
844,19/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
844,19/4/2015,548,2,tab,Vertinil,10 tab * 20 stp * box,Cinnarizine
844,19/4/2015,238,1,stp,Amoxi-Denk 500,10 tab * 2 stp * box,Amoxicillin
844,19/4/2015,170,10,tab,Ribovit,100 tab * bot,Riboflavin
844,19/4/2015,798,4,pcs,Butterfly Needle Kenxin,100 pcs * box,Butterfly Needle
844,19/4/2015,606,3,Vial,Dexacort inj,24 Vial * box,Dexamethasone
844,19/4/2015,622,1,stp,Panagesic inj,5 amp * stp,Diclfenac 
844,19/4/2015,83,1,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
844,19/4/2015,25,1,stp,ccb 5,10 tab * 5 stp * box,Amlodipine
844,19/4/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
844,19/4/2015,73,1,stp,Oramin F,5 cap * 6 stp * box,Multivitamins and Minerals
844,19/4/2015,765,1,stp,Loratidine Amlorat,10 tab * 10 stp * box,Loratadine
844,19/4/2015,557,1,tube,Vivir Cream,tube,Aciclovir
844,19/4/2015,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
844,19/4/2015,514,1,bot,V.Rohto,bot,Eye Drop
844,19/4/2015,315,1,bot,Brand's Chicken 42ml,6 bot * box,Chicken Extract Syp
844,19/4/2015,549,1,sac,Mybacin Pack,70 sac * pack,Lozenges
844,19/4/2015,555,3,stp,Ferofort,10 cap * 10 stp * box,Multivitamins and Minerals
844,19/4/2015,338,1,bot,Optimol,bot,Eye Drop
844,19/4/2015,227,1,stp,LVZ 250,10 tab * stp,Levofloxacin
844,19/4/2015,375,1,pack,Tiger Balm Plaster Cool 10cm x 14cm,3 sheet * 12 pack * box,Plaster
844,19/4/2015,122,3,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
846,19/4/2015,511,1,stp,Frusemide (Lasix),10 tab * stp,Furosemide
846,19/4/2015,721,1,stp,Velactone,10 tab * 10 stp * box,Spironolactone
846,19/4/2015,152,1,stp,Betex,10 tab * 25 stp * box,"B1, B6, B12"
846,19/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
846,19/4/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
846,19/4/2015,294,1,stp,Duragesic ,10 tab * 10 stp * box,Orphenadrine and Paracetamol
846,19/4/2015,710,1,bot,Surgitol,12 bot * box,Surgitol
846,19/4/2015,58,1,bot,Enervon-C 30's,30 tab * bot,B complex with C
846,19/4/2015,218,1,stp,Fluza 4's,4 tab * 25 stp * box,Paracetamol
846,19/4/2015,469,1,bot,??? ?????? ???????,10 bot * pack,Myanmar Inhaler
846,19/4/2015,355,2,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
846,19/4/2015,799,20,pcs,Alcohol Pad (Naung Yin),100 pcs * box,alcohol pad
846,19/4/2015,72,1,stp,Hagin,5 cap * 12 stp * box,Multivitamins and Minerals
846,19/4/2015,743,1,bot,Cevit Ygn,100 tab * bot,ascorbic acid
846,19/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
846,19/4/2015,362,1,bot,Spirit 100ml Plastic bot mpf,60 bot * box,Spirit
846,19/4/2015,249,1,stp,Etoshine 90,10 tab * 5 stp * box,Etoricoxib
846,19/4/2015,830,2,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
846,19/4/2015,476,1,tube,Voltex Kool,12 tube * pack,cream
846,19/4/2015,471,3,sac,????? ???????,10 sac * pack,Myanmar Cough Medicine
846,19/4/2015,558,1,tube,Silkron,tube,cream
846,19/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
846,19/4/2015,354,12,pcs,Urgo Plaster Transparent,100 pcs * box,Plaster
846,19/4/2015,120,1,bot,Obimin 100's,100 tab * bot,Multivitamins and Minerals
846,19/4/2015,60,1,stp,Vitahome Cap 12 Strip,10 cap * 12 stp * box,Multivitamins and Minerals
846,19/4/2015,305,1,stp,Air X,10 tab * 50 stp * box,semithicone
846,19/4/2015,83,2,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
846,19/4/2015,21,3,cap,Optica,30 cap * bot,Eye
846,19/4/2015,16,1,stp,Nutrivita ,10 cap * 5 stp * box,Multivitamins and Minerals
846,19/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
846,19/4/2015,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
846,19/4/2015,173,1,stp,Omez,10 cap * 10 stp * box,Omeprazole
846,19/4/2015,254,1,stp,Coxib 100,10 tab * 3 stp * box,Celecoxib
846,19/4/2015,239,5,stp,Brucillin 250,10 cap * 10 stp * box,Ampicillin
846,19/4/2015,295,1,stp,Dolfenal 500,4 tab * 25 stp * box,Mefenamic Acid
846,19/4/2015,306,2,stp,Digene,12 tab * 90 stp * box,Aluminium Hydroxide
846,19/4/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
846,19/4/2015,185,1,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
846,19/4/2015,443,2,sac,????? ???????,12 sac * pack,Myanmar Cold Medicine
847,19/4/2015,86,1,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
847,19/4/2015,90,1,stp,Cardiopril 5,10 tab * 10 stp * box,Ramipril
847,19/4/2015,744,1,stp,Safen,10 tab * 10 stp * box,Clopidogrel
849,20/4/2015,706,1,bot,Coversyl Plus 10,30 tab * bot,perindopril / Indapamide
849,20/4/2015,129,2,stp,Lopid 300mg,10 cap * 10 stp * box,Gemfibrozil
850,20/4/2015,21,1,bot,Optica,30 cap * bot,Eye
850,20/4/2015,111,1,box,Clopilet,10 tab * 3 stp * box,Clopidogrel
850,20/4/2015,84,1,box,Cardivas 3.125,10 tab * 3 stp * box,Carvedilol
850,20/4/2015,103,2,stp,Losar Denk 50,14 tab * 2 stp * box,Losartan Potassium
850,20/4/2015,830,5,stp,Aspilet (Zedi),20 tab * 25 stp * box,Aspirin 80mg
850,20/4/2015,86,5,stp,Cardivas 12.5,10 tab * 10 stp * box,Carvedilol
850,20/4/2015,294,1,stp,Duragesic ,10 tab * 10 stp * box,Orphenadrine and Paracetamol
850,20/4/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
850,20/4/2015,428,1,pack,??????? ?????????????,12 sac * pack,Myanmar Analgesic
850,20/4/2015,374,1,stp,Obelit,10 cap * stp,Orlistat
850,20/4/2015,173,2,stp,Omez,10 cap * 10 stp * box,Omeprazole
850,20/4/2015,154,2,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
850,20/4/2015,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
850,20/4/2015,524,3,stp,PrimE ,10 cap * 3 stp * box,Vitamin E
850,20/4/2015,370,4,sac,ORS MPF Green,50 sac * box,ORS
850,20/4/2015,74,1,stp,Oramin G,5 cap * 6 stp * box,Multivitamins and Minerals
850,20/4/2015,422,1,bot,????????????? ???????,10 bot * pack,Myanmar Digestive
850,20/4/2015,10,1,bot,Champs 60's,60 tab * bot,Multivitamins and Minerals
850,20/4/2015,19,2,stp,Protinet,10 tab * 10 stp * box,Multivitamins and Minerals 
850,20/4/2015,182,2,stp,Umetac 150,10 tab * 10 stp * box,Ranitidine
850,20/4/2015,685,1,stp,Ubimol Forte,10 tab * 10 stp * box,Ibuprofen and Paracetamol
850,20/4/2015,122,2,stp,Ferrovit,10 cap * 5 stp * box,Ferrous Fumarate
851,20/4/2015,362,1,bot,Spirit 100ml Plastic bot mpf,60 bot * box,Spirit
851,20/4/2015,637,1,pcs,Cotton Pack Diamond,25 pcs * pack,Cotton
851,20/4/2015,755,2,pcs,25 cc (Surgicare) Syringe,50 pcs * box,Syringe
851,20/4/2015,607,1,amp,Nuramin Forte inj,25 amp * box,B Complex
851,20/4/2015,455,1,bot,???????? ????????,12 bot * dz,Myanmar Supplement
851,20/4/2015,174,1,stp,Zosec,10 cap * 10 stp * box,Omeprazole
851,20/4/2015,294,2,stp,Duragesic ,10 tab * 10 stp * box,Orphenadrine and Paracetamol
851,20/4/2015,321,1,bot,Urocrush,60 tab * bot,For Renal Stones
851,20/4/2015,213,1,stp,Decolgen Forte,10 tab * 10 stp * box,Acetaminophen
851,20/4/2015,355,2,stp,Strepsil Cool,6 tab * 4 stp * box,Lozenges
851,20/4/2015,258,1,stp,Gofen ,10 cap * 5 stp * box,Ibuprofen 400
851,20/4/2015,501,1,bot,Benalix,bot,Cough Syrup
851,20/4/2015,433,1,bot,???????? ????????????? ??????????,10 bot * pack,Myanmar Hypertension
851,20/4/2015,319,1,bot,Gynuherb,60 tab * bot,Gynuherb
851,20/4/2015,305,6,stp,Air X,10 tab * 50 stp * box,semithicone
851,20/4/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
851,20/4/2015,100,1,stp,Repace H,10 tab * 10 stp * box,"losartan Potassium, Hydrochlorothiazide"
851,20/4/2015,126,2,stp,Aztor 10,10 tab * 5 stp * box,Atorvastatin
851,20/4/2015,2,10,sac,Royal D,50 sac * 20 box * 2ndBox,Electrolyte Beverage
851,20/4/2015,304,2,stp,Allercet,10 tab * 10 stp * box,Cetrizine
851,20/4/2015,709,2,stp,Dexatop,10 tab * 10 stp * box,Dexamethasone
851,20/4/2015,388,1,bot,????????? ?????? ???,6 bot * 2 pack * dz,Myanmar Digestive
851,20/4/2015,256,1,stp,Alaxan Tab,10 tab * 10 stp * box,Ibuprofen and Paracetamol
851,20/4/2015,225,1,stp,Norbactin ,10 tab * 10 stp * box,Norfloxacin
851,20/4/2015,260,1,stp,Lensen Tab,10 tab * 10 stp * box,Paracetamol
851,20/4/2015,12,2,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
851,20/4/2015,70,1,stp,Revital,10 cap * 3 stp * box,Multivitamins and Minerals
851,20/4/2015,169,1,bot,Paracetamol Ygn,100 tab * bot,Paracetamol
851,20/4/2015,771,1,sac,Cal D Glucose,sac,Glucose
851,20/4/2015,443,3,sac,????? ???????,12 sac * pack,Myanmar Cold Medicine
851,20/4/2015,154,2,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
851,20/4/2015,306,1,stp,Digene,12 tab * 90 stp * box,Aluminium Hydroxide
851,20/4/2015,752,1,bot,Nasa Para Syp,bot,Paracetamol
851,20/4/2015,445,1,bot,?????????,12 bot * dz,Myanmar Balm
851,20/4/2015,154,3,stp,Neurobion Blue,10 tab * 10 stp * box,"B1, B6, B12"
851,20/4/2015,22,2,stp,Amlosun 5,10 tab * 10 stp * box,Amlodipine
851,20/4/2015,529,2,pcs,PaiPlast,100 pcs * box,Plaster
852,20/4/2015,114,3,stp,Arthrostop,10 tab * 6 stp * box,Glucosamine
852,20/4/2015,14,2,stp,Livolin Forte,10 cap * 3 stp * box,Liver Protect
852,20/4/2015,176,3,stp,Pantocid 40,10 tab * 5 stp * box,Pantoprazole
852,20/4/2015,529,1,pcs,PaiPlast,100 pcs * box,Plaster
853,20/4/2015,730,1,bot,Flemex Sus 30ml,bot,Carbocisteine 500 mg
853,20/4/2015,638,1,stp,Strepsil Chesty,6 tab * 4 stp * box,Lozenges
853,20/4/2015,563,1,tube,Bioplacenton,tube,cream
848,20/4/2015,132,1,stp,Zumafib,10 tab * 3 stp * box,fenofibrate 300 mg
848,20/4/2015,12,1,stp,Sylgan S,15 cap * 6 stp * box,Liver Protect
848,20/4/2015,29,1,stp,Nifedi-Denk 10 Retard,10 tab * 10 stp * box,Nifedipine
848,20/4/2015,30,1,stp,Nifedi-Denk 20 Retard,10 tab * 10 stp * box,Nifedipine
848,20/4/2015,106,1,stp,Duracard 2,10 tab * 5 stp * box,Doxazosin
848,20/4/2015,549,2,sac,Mybacin Pack,70 sac * pack,Lozenges
848,20/4/2015,83,3,stp,Amaten 50,10 tab * 10 stp * box,Atenolol 
848,20/4/2015,548,2,tab,Vertinil,10 tab * 20 stp * box,Cinnarizine
848,20/4/2015,138,1,stp,Natrilix SR,10 tab * 3 stp * box,Indapamide 1.5
848,20/4/2015,85,2,stp,Cardivas 6.25,10 tab * 3 stp * box,Carvedilol
848,20/4/2015,555,2,stp,Ferofort,10 cap * 10 stp * box,Multivitamins and Minerals
848,20/4/2015,285,1,box,Zyloric ,10 tab * 5 stp * box,Allopurinol
848,20/4/2015,136,2,stp,Furo denk 40,10 tab * 10 stp * box,Furosemide
848,20/4/2015,823,10,tab,Alzel ,tab,Albendazole
848,20/4/2015,206,1,stp,Bronchest,10 tab * 50 stp * box,Cough Tablet
848,20/4/2015,185,1,stp,Enzyplex,4 tab * 25 stp * box,Digestive Enzyme
848,20/4/2015,375,3,pack,Tiger Balm Plaster Cool 10cm x 14cm,3 sheet * 12 pack * box,Plaster
848,20/4/2015,575,1,stp,Folic Acid Strip,10 tab * stp,folic Acid
848,20/4/2015,575,1,stp,Folic Acid Strip,10 tab * stp,folic Acid
848,20/4/2015,471,1,sac,????? ???????,10 sac * pack,Myanmar Cough Medicine
848,20/4/2015,57,8,tab,Enervon-C 100's,100 tab * bot,B complex with C
848,20/4/2015,583,2,Kit,Besure Test Kit,40 Kit * box,Test Kit
848,20/4/2015,309,5,stp,Kremil S pink,4 tab * 25 stp * box,Aluminium Hydroxide and Simethicone
848,20/4/2015,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
848,20/4/2015,548,1,stp,Vertinil,10 tab * 20 stp * box,Cinnarizine
848,20/4/2015,541,1,pcs,Poysian,12 pcs * 5 dz * box,Inhaler
848,20/4/2015,359,1,box,Shudi Plaster,10 pcs * box,Plaster
848,20/4/2015,541,3,pcs,Poysian,12 pcs * 5 dz * box,Inhaler
